"AU_ID","UT","C1","RP","RID","RI","OI","Author_Order"
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",4
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",5
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",6
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",7
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",8
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",9
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",10
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",11
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",12
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",13
"Argueelles, Juan_1","WOS:000174457800022
","","","","","",14
"Argueelles, Juan_1","WOS:000175063600010
","Univ Texas, Dept Biol, Arlington, TX 76019 USA.","Univ Texas, Dept Biol, Box 19498, Arlington, TX 76019 USA","","","",1
"Argueelles, Juan_1","WOS:000175063600010
","","","","","",2
"Argueelles, Juan_1","WOS:000173089600005
","CSIC, Estac Biol Donana, Seville 41013, Spain.","CSIC, Estac Biol Donana, Avda Maria Luisa S-N,Pabellon Peru, Seville 41013, Spain","","","",1
"Argueelles, Juan_1","WOS:000173089600005
","","","","","",2
"Argueelles, Juan_1","WOS:000173089600005
","","","","","",3
"Argueelles, Juan_1","WOS:000172842900001
","Estac Biol Donana, CSIC, E-41013 Seville, Spain.","Estac Biol Donana, CSIC, Pabellon Peru,Ave Maria Luisa S-N, E-41013 Seville, Spain","","","",1
"Argueelles, Juan_1","WOS:000172272200002
","Univ Miami, Dept Biol, Coral Gables, FL 33124 USA.","Univ Miami, Dept Biol, Coral Gables, FL 33124 USA","","","",1
"Argueelles, Juan_1","WOS:000172272200002
","","","","","",2
"Argueelles, Juan_1","WOS:000172272200002
","","","","","",3
"Argueelles, Juan_1","WOS:000172272200002
","","","","","",4
"Argueelles, Juan_1","WOS:000172272200002
","","","","","",5
"Argueelles, Juan_1","WOS:000171501100004
","Assoc Biodivers Informat, Arlington, VA 22209 USA.","Assoc Biodivers Informat, 1101 Wilson Blvd, Arlington, VA 22209 USA","","","",1
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",2
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",3
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",4
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",5
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",6
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",7
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",8
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",9
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",10
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",11
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",12
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",13
"Argueelles, Juan_1","WOS:000171501100004
","","","","","",14
"Argueelles, Juan_1","WOS:000170519600008
","Estac Biol Donana, Dept Appl Biol, E-41013 Seville, Spain.","Estac Biol Donana, Dept Appl Biol, Avda Maria Luisa S-N,Pabellon Peru,Apartado Corre, E-41013 Seville, Spain","","","",1
"Argueelles, Juan_1","WOS:000170519600008
","","","","","",2
"Argueelles, Juan_1","WOS:000170722400011
","CSIC, Dept Appl Biol, Estac Biol Donana, Seville 41013, Spain.","","","","",1
"Argueelles, Juan_1","WOS:000170722400011
","","CSIC, Dept Appl Biol, Estac Biol Donana, Avda Maria Luisa S-N,Pabellon Peru,Apt Correos, Seville 41013, Spain","","","",2
"Argueelles, Juan_1","WOS:000170262400001
","Royal Vet & Agr Univ, Dept Econ & Nat Resources, Unit Forestry, Copenhagen, Denmark.","Royal Vet & Agr Univ, Dept Econ & Nat Resources, Unit Forestry, Copenhagen, Denmark","","","",1
"Argueelles, Juan_1","WOS:000170262400001
","","","","","",2
"Argueelles, Juan_1","WOS:000170262400010
","Ctr Int Forestry Res, Jakarta 10065, Indonesia.","Ctr Int Forestry Res, POB 6596 JKPWB, Jakarta 10065, Indonesia","","","",1
"Argueelles, Juan_1","WOS:000170262400010
","","","","","",2
"Argueelles, Juan_1","WOS:000170262400010
","","","","","",3
"Argueelles, Juan_1","WOS:000170262400010
","","","","","",4
"Argueelles, Juan_1","WOS:000170262400010
","","","","","",5
"Argueelles, Juan_1","WOS:000170262400010
","","","","","",6
"Argueelles, Juan_1","WOS:000170262400010
","","","","","",7
"Argueelles, Juan_1","WOS:000170262400010
","","","","","",8
"Argueelles, Juan_1","WOS:000170262400012
","Royal Vet & Agr Univ, Dept Econ & Nat Resources, Frederiksberg 1958 C, Denmark.","Royal Vet & Agr Univ, Dept Econ & Nat Resources, Rolighedsvej 23, Frederiksberg 1958 C, Denmark","","","",1
"Argueelles, Juan_1","WOS:000170262400012
","","","","","",2
"Argueelles, Juan_1","WOS:000170262400012
","","","","","",3
"Argueelles, Juan_1","WOS:000170262400012
","","","","","",4
"Argueelles, Juan_1","WOS:000170262400003
","Royal Vet & Agr Univ, Dept Econ & Nat Resources, Unti Forestry, Frederiksberg 1958 C, Denmark.","Royal Vet & Agr Univ, Dept Econ & Nat Resources, Unti Forestry, Rolighedsvej 23, Frederiksberg 1958 C, Denmark","","","",1
"Argueelles, Juan_1","WOS:000170262400003
","","","","","",2
"Argueelles, Juan_1","WOS:000170262400003
","","","","","",3
"Argueelles, Juan_1","WOS:000170262400003
","","","","","",4
"Argueelles, Juan_1","WOS:000170262400003
","","","","","",5
"Argueelles, Juan_1","WOS:000170262400003
","","","","","",6
"Argueelles, Juan_1","WOS:000170262400005
","Royal Vet & Agr Univ, Unit Forestry, Dept Econ & Nat Resources, Frederiksberg 1958 C, Denmark.","Royal Vet & Agr Univ, Unit Forestry, Dept Econ & Nat Resources, Rolighedsvej 23, Frederiksberg 1958 C, Denmark","","","",1
"Argueelles, Juan_1","WOS:000170262400005
","","","","","",2
"Argueelles, Juan_1","WOS:000170262400005
","","","","","",3
"Argueelles, Juan_1","WOS:000170262400005
","","","","","",4
"Argueelles, Juan_1","WOS:000170262400006
","Royal Vet & Agr Univ, Dept Econ & Nat Resources, Unit Forestry, Frederiksberg 1958 C, Denmark.","Royal Vet & Agr Univ, Dept Econ & Nat Resources, Unit Forestry, Rolighedsvej 23, Frederiksberg 1958 C, Denmark","","","",1
"Argueelles, Juan_1","WOS:000170262400006
","","","","","",2
"Argueelles, Juan_1","WOS:000170262400006
","","","","","",3
"Argueelles, Juan_1","WOS:000170452600002
","Duke Univ, Ctr Trop Conservat, Durham, NC 27708 USA.","Duke Univ, Ctr Trop Conservat, Box 90381, Durham, NC 27708 USA","","","",1
"Argueelles, Juan_1","WOS:000170452600002
","","","","","",2
"Argueelles, Juan_1","WOS:000170452600002
","","","","","",3
"Argueelles, Juan_1","WOS:000170452600002
","","","","","",4
"Argueelles, Juan_1","WOS:000170452600002
","","","","","",5
"Argueelles, Juan_1","WOS:000170452600002
","","","","","",6
"Argueelles, Juan_1","WOS:000170452600002
","","","","","",7
"Argueelles, Juan_1","WOS:000170452600002
","","","","","",8
"Argueelles, Juan_1","WOS:000170179600042
","Univ Florida, Dept Wildlife Ecol & Conservat, Programs Trop Conservat, Gainesville, FL 32611 USA.","Univ Kent, Durrell Inst Conservat & Ecol, Canterbury, Kent, England","","","",1
"Argueelles, Juan_1","WOS:000170179600042
","","","","","",2
"Argueelles, Juan_1","WOS:000169481400005
","Wildlife Conservat Soc, Punta San Juan Project, Lima 18, Peru.","Mem Univ Newfoundland, Dept Biol, St Johns, NF A1B 3X9, Canada","","","",1
"Argueelles, Juan_1","WOS:000169481400005
","Wildlife Conservat Soc, Punta San Juan Project, Lima 18, Peru.","","","","",2
"Argueelles, Juan_1","WOS:000169226000010
","Duke Univ, Nicholas Sch Environm, Durham, NC 27708 USA.","Wildlife Conservat Soc, 185th St & So Blvd, Bronx, NY 10460 USA","","","",1
"Argueelles, Juan_1","WOS:000169226000010
","","","","","",2
"Argueelles, Juan_1","WOS:000169226000010
","","","","","",3
"Argueelles, Juan_1","WOS:000169326200001
","Int Ctr Res Agroforestry, Inst Nacl Invest Agr, Estac Expt, Pucallpa, Peru.","Univ British Columbia, Dept Forest Sci, 3041-2424 Main Mall, Vancouver, BC V6T 1Z4, Canada","","","",1
"Argueelles, Juan_1","WOS:000169326200001
","","","","","",2
"Argueelles, Juan_1","WOS:000169326200001
","","","","","",3
"Argueelles, Juan_1","WOS:000169326200001
","","","","","",4
"Argueelles, Juan_1","WOS:000169326200001
","","","","","",5
"Argueelles, Juan_1","WOS:000169326200001
","","","","","",6
"Argueelles, Juan_1","WOS:000169326200001
","","","","","",7
"Argueelles, Juan_1","WOS:000168844200021
","Estac Biol Donana, Dept Appl Biol, E-41013 Seville, Spain.","Estac Biol Donana, Dept Appl Biol, Ave Maria Luisa Pabellon Peru, E-41013 Seville, Spain","","","",1
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",1
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",2
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",3
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",4
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","Quero,Jose/M-1074-2013","",5
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",6
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",7
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",8
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",9
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",10
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",11
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",12
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",13
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",14
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",15
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",16
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",17
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",18
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",19
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",20
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",21
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",22
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",23
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",24
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",25
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",26
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",27
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",28
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",29
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",30
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",31
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",32
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",33
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",34
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",35
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",36
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",37
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",38
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",39
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",40
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",41
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",42
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",43
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",44
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",45
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",46
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",47
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",48
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",49
"Argueelles, Juan_1","WOS:000345328400010
",NA,"","","","",50
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",1
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",2
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",3
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",4
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",5
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",6
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",7
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",8
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",9
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",10
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",11
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",12
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",13
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",14
"Argueelles, Juan_1","WOS:000345112500001
",NA,"","","","",15
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",1
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",2
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",3
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",4
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","Sheil,Douglas/A-3867-2015","Sheil,Douglas/0000-0002-1166-6591",5
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",6
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",7
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",8
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",9
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",10
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",11
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","","",12
"Argueelles, Juan_1","WOS:000344333800025
",NA,"","","Bird,Michael/G-5364-2010","Bird,Michael/0000-0003-1801-8703",13
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","Shannon,Lynne/A-1612-2015","Shannon,Lynne/0000-0001-7842-0636",1
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",2
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",3
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",4
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",5
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",6
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",7
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",8
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",9
"Argueelles, Juan_1","WOS:000344013800009
",NA,"","","","",10
