"filename","AB","AF","AU","BP","C1","CC","CH","CL","CR","CT","CY","DE","DI","DT","EM","EP","FN","FU","FX","GA","GE","ID","IS","J9","JI","LA","LT","MC","MI","NR","PA","PD","PG","PI","PN","PS","PT","PU","PY","RI","RID","OI","PM","RP","SC","SI","SN","SO","SU","TA","TC","TI","UT","VR","VL","WC","Z9"
"./data/Ecuador.txt",NA,"Queenborough, Simon A.
Burslem, David F. R. P.
Garwood, Nancy C.
Valencia, Renato
","Queenborough, SA
Burslem, DFRP
Garwood, NC
Valencia, R
","193
","Univ Sheffield, Dept Anim & Plant Sci, Sheffield S10 2TN, S Yorkshire, England.
Univ Aberdeen, Sch Biol Sci, Aberdeen AB24 3UU, Scotland.
So Illinois Univ, Dept Plant Biol, Carbondale, IL 62901 USA.
Pontificia Univ Catolica Ecuador, Dept Biol Sci, Quito, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s11258-007-9328-3
",NA,"s.a.queenborough@sheffield.ac.uk
","207
","NA
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"OCT
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Queenborough, SA (reprint author), Univ Sheffield, Dept Anim & Plant Sci, Sheffield S10 2TN, S Yorkshire, England
",NA,NA,"1385-0237
","PLANT ECOLOGY
",NA,NA,12,"Habitat niche partitioning by 16 species of Myristicaceae in Amazonian
Ecuador
","WOS:000249270300006
",NA,192,NA,14
"./data/Ecuador.txt",NA,"Queenborough, Simon A.
Burslem, David F. R. P.
Garwood, Nancy C.
Valencia, Renato
","Queenborough, SA
Burslem, DFRP
Garwood, NC
Valencia, R
","2248
","Univ Aberdeen, Sch Biol Sci, Aberdeen AB24 3UU, Scotland.
So Illinois Univ, Dept Plant Biol, Carbondale, IL 62901 USA.
Pontificia Univ Catolica Ecuador, Dept Biol Sci, Quito, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1890/06-0737.1
",NA,"s.a.queenborough@sheffield.ac.uk
","2258
","NA
",NA,NA,NA,NA,NA,"9
",NA,NA,NA,NA,NA,NA,NA,NA,"SEP
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Queenborough, SA (reprint author), Univ Sheffield, Dept Anim & Plant Sci, Sheffield S10 2TN, S Yorkshire, England
",NA,NA,"0012-9658
","ECOLOGY
",NA,NA,29,"Neighborhood and community interactions determine the spatial pattern of
tropical tree seedling survival
","WOS:000249500900011
",NA,88,NA,31
"./data/Ecuador.txt",NA,"Donlan, C. Josh
Campbell, Karl
Cabrera, Wilson
Lavoie, Christian
Carrion, Victor
Cruz, Felipe
","Donlan, CJ
Campbell, K
Cabrera, W
Lavoie, C
Carrion, V
Cruz, F
","520
","Cornell Univ, Dept Ecol & Evolut Biol, Ithaca, NY 14853 USA.
Adv Conservat Strategies, Santa Cruz, CA 95061 USA.
Galapagos Natl Pk Serv, Isla Santa Cruz, Galapagos, Ecuador.
Charles Darwin Fdn, Quito, Ecuador.
Univ Queensland, Sch Nat & Rural Syst Management, Gatton, Qld, Australia.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/j.biocon.2007.05.013
",NA,"cjd34@cornell.edu
","524
","NA
",NA,NA,NA,NA,NA,"3-4
",NA,NA,NA,NA,NA,NA,NA,NA,"SEP
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Donlan, CJ (reprint author), Cornell Univ, Dept Ecol & Evolut Biol, Corson Hall, Ithaca, NY 14853 USA
",NA,NA,"0006-3207
","BIOLOGICAL CONSERVATION
",NA,NA,6,"Recovery of the Galapagos rail (Laterallus spilonotus) following the
removal of invasive mammals
","WOS:000249256100023
",NA,138,NA,6
"./data/Ecuador.txt",NA,"Russello, M. A.
Hyseni, C.
Gibbs, J. P.
Cruz, S.
Marquez, C.
Tapia, W.
Velensky, P.
Powell, J. R.
Caccone, A.
","Russello, MA
Hyseni, C
Gibbs, JP
Cruz, S
Marquez, C
Tapia, W
Velensky, P
Powell, JR
Caccone, A
","304
","Univ British Columbia Okanagan, Unit Biol & Phys Geog, Kelowna, BC V1V 1V7, Canada.
Yale Univ, Dept Ecol & Evolut Biol, New Haven, CT USA.
SUNY Coll Environm Sci & Forestry, Syracuse, NY 13210 USA.
Charles Darwin Res Stn, Santa Cruz, Galapagos Isl, Ecuador.
Galapagos Natl Pk Serv, Santa Cruz, Galapagos Isl, Ecuador.
U Trojskeho Zamku, Prague Zoo, Prague, Czech Republic.
Yale Univ, Yale Inst Biospher Studies, New Haven, CT USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1469-1795.2007.00113.x
",NA,"michael.russello@ubc.ca
","311
","NA
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Russello, MA (reprint author), Univ British Columbia Okanagan, Unit Biol & Phys Geog, 3333 Univ Way, Kelowna, BC V1V 1V7, Canada
",NA,NA,"1367-9430
","ANIMAL CONSERVATION
",NA,NA,11,"Lineage identification of Galapagos tortoises in captivity worldwide
","WOS:000248592700009
",NA,10,NA,11
"./data/Ecuador.txt",NA,"Encalada, Andrea C.
Peckarsky, Barbara L.
","Encalada, AC
Peckarsky, BL
","1437
","Univ San Francisco Quito, Dept Ciencias Biol & Ambientales, Quito, Ecuador.
Cornell Univ, Dept Entomol, Ithaca, NY 14853 USA.
Rocky Mt Biol Labs, Crested Butte, CO USA.
Univ Wisconsin, Dept Zool, Madison, WI 53706 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s00265-007-0376-4
",NA,"andreae@usfq.edu.ec
blp1@cornell.edu
","1448
","NA
",NA,NA,NA,NA,NA,"9
",NA,NA,NA,NA,NA,NA,NA,NA,"JUL
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Encalada, AC (reprint author), Univ San Francisco Quito, Dept Ciencias Biol & Ambientales, Quito, Ecuador
",NA,NA,"0340-5443
","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY
",NA,NA,3,"A comparative study of the costs of alternative mayfly oviposition
behaviors
","WOS:000247256000013
",NA,61,NA,4
"./data/Ecuador.txt",NA,"Marquez, Cruz
Wiedenfeld, David A.
Landazuri, Sandra
Chavez, Juan
","Marquez, C
Wiedenfeld, DA
Landazuri, S
Chavez, J
","337
","Galapagos Natl Pk Sci, Puerto Villamil, Galapagos, Ecuador.
Charles Darwin Res Stn, Puerto Villamil, Galapagos, Ecuador.
Charles Darwin Res Stn, Puerto Ayora, Galapagos, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1017/S0030605307000211
",NA,"dwiedenfeld@dwiedenfeld.org
","342
","NA
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"JUL
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Wiedenfeld, DA (reprint author), 619 McFarland Ave, Dalton, GA 30720 USA
",NA,NA,"0030-6053
","ORYX
",NA,NA,1,"Human-caused and natural mortality of giant tortoises in the Galapagos
Islands during 1995-2004
","WOS:000250377200012
",NA,41,NA,2
"./data/Ecuador.txt",NA,"Castillo, Jesus M.
Leira-Doce, Pablo
Carrion-Tacuri, Jorge
Munoz-Guacho, Edison
Arroyo-Solis, Aida
Curado, Guillermo
Doblas, David
Rubio-Casal, Alfredo E.
Alvarez-Lopez, Antonio A.
Redondo-Gomez, Susana
Berjano, Regina
Guerrero, Giovanny
De Cires, Alfonso
Figueroa, Enrique
Tye, Alan
","Castillo, JM
Leira-Doce, P
Carrion-Tacuri, J
Munoz-Guacho, E
Arroyo-Solis, A
Curado, G
Doblas, D
Rubio-Casal, AE
Alvarez-Lopez, AA
Redondo-Gomez, S
Berjano, R
Guerrero, G
De Cires, A
Figueroa, E
Tye, A
","2123
","Univ Seville, Fac Biol, Dept Biol Vegetal & Ecol, E-41080 Seville, Spain.
Univ Cent Ecuador, Quito, Ecuador.
Charles Darwin Res Stn, Quito, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10531-006-9131-9
",NA,"manucas@us.es
","2136
","NA
",NA,NA,NA,NA,NA,"7
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,2007," E-6783-2010
",NA,NA,NA,"Castillo, JM (reprint author), Univ Seville, Fac Biol, Dept Biol Vegetal & Ecol, Apartado 1095, E-41080 Seville, Spain
",NA,NA,"0960-3115
","BIODIVERSITY AND CONSERVATION
",NA,NA,4,"Contrasting strategies to cope with drought by invasive and endemic
species of Lantana in Galapagos
","WOS:000247153100009
",NA,16,NA,6
"./data/Ecuador.txt",NA,"Hernan Vargas, F.
Lacy, Robert C.
Johnson, Paul J.
Steinfurth, Antje
Crawford, Robert J. M.
Boersma, P. Dee
Macdonald, David W.
","Vargas, FH
Lacy, RC
Johnson, PJ
Steinfurth, A
Crawford, RJM
Boersma, PD
Macdonald, DW
","138
","Peregrine Fund Fondo Peregrino Panama, Panama City, Panama.
Univ Oxford, Wildlife Conservat Res Unit, Tubney OX13 5QL, Oxon, England.
Charles Darwin Res Stn, Isla Santa Cruz, Galapagos, Ecuador.
Chicago Zool Soc, Dept Conservat Sci, Brookfield, IL 60513 USA.
Univ Kiel, Forsch & Technologiezentrum Westkuste, D-25761 Hafentorn, Busum, Germany.
Dept Environm Affairs & Tourism, ZA-8012 Cape Town, South Africa.
Univ Washington, Dept Biol, Seattle, WA 98195 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/j.biocon.2007.02.005
",NA,"hvargas@fondoperegrino.org
","148
","NA
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Vargas, FH (reprint author), Peregrine Fund Fondo Peregrino Panama, Apartado 0844-00230, Panama City, Panama
",NA,NA,"0006-3207
","BIOLOGICAL CONSERVATION
",NA,NA,9,"Modelling the effect of El Nino on the persistence of small populations:
The Galapagos penguin as a case study
","WOS:000247583400013
",NA,137,NA,10
"./data/Ecuador.txt",NA,"Scheldeman, X.
Willemen, L.
d'Eeckenbrugge, G. Coppens
Romeijn-Peeters, E.
Restrepo, M. T.
Motoche, J. Romero
Jimenez, D.
Lobo, M.
Medina, C. I.
Reyes, C.
Rodriguez, D.
Ocampo, J. A.
Van Damme, P.
Goetgebeur, P.
","Scheldeman, X
Willemen, L
d'Eeckenbrugge, GC
Romeijn-Peeters, E
Restrepo, MT
Motoche, JR
Jimenez, D
Lobo, M
Medina, CI
Reyes, C
Rodriguez, D
Ocampo, JA
Van Damme, P
Goetgebeur, P
","1867
","Int Plant Genet Resources Inst, Reg Off Amer, Cali, Colombia.
Univ Ghent, Fac Sci, Dept Biol, B-9000 Ghent, Belgium.
Nat & Cultura Int, Loja, Ecuador.
Ctr Invest La Selva, CORPOICA, Antioquia, Colombia.
Univ Nacl Colombia, Medellin, Colombia.
Minist Ambiente, Ctr Nacl Conservac Recursos Genet, Oficina Nacl Divers Biol, Maracay, Venezuela.
Univ Ghent, Lab Subtrop & Trop Agr & Ethnobot, Dept Plant Protect, Fac Agr & Appl Biol Sci, B-9000 Ghent, Belgium.
CNRS CEFE, CIRAD, FLHOR, UPR Gest Ressources Genet & Dynam Sociales, F-34293 Montpellier, France.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10531-006-9086-x
",NA,"x.scheldeman@cgiar.org
","1884
","NA
",NA,NA,NA,NA,NA,"6
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Scheldeman, X (reprint author), Int Plant Genet Resources Inst, Reg Off Amer, Apartado Aereo 6713, Cali, Colombia
",NA,NA,"0960-3115
","BIODIVERSITY AND CONSERVATION
",NA,NA,0,"Distribution, diversity and environmental adaptation of highland papayas
(Vasconcellea spp.) in tropical and subtropical America
","WOS:000247152800019
",NA,16,NA,0
"./data/Ecuador.txt",NA,"Cierjacks, Arne
Iglesias, Juan Enrique
Wesche, Karsten
Hensen, Isabell
","Cierjacks, A
Iglesias, JE
Wesche, K
Hensen, I
","309
","Univ Halle Wittenberg, Inst Biol, D-06108 Halle, Germany.
Pontificia Univ Catolica Ecuador, Herbario QCA, Quito, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1017/S0266467407004051
",NA,"arne.cierjacks@gmx.de
","318
","NA
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAY
",NA,NA,3,NA,"J
",NA,2007," C-8629-2011
",NA,NA,NA,"Cierjacks, A (reprint author), Univ Halle Wittenberg, Inst Biol, Geobot & Bot Garden,Am Kirchtor 1, D-06108 Halle, Germany
",NA,NA,"0266-4674
","JOURNAL OF TROPICAL ECOLOGY
",NA,NA,9,"Impact of sowing, canopy cover and litter on seedling dynamics of two
Polylepis species at upper tree lines in central Ecuador
","WOS:000246935400006
",NA,23,NA,9
"./data/Ecuador.txt",NA,"Lavoie, Christian
Donlan, C. Josh
Campbell, Karl
Cruz, Felipe
Carrion, G. Victor
","Lavoie, C
Donlan, CJ
Campbell, K
Cruz, F
Carrion, GV
","139
","Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY 14853 USA.
Galapagos Natl Pk Serv, Galapagos, Ecuador.
Charles Darwin Fdn, Quito, Ecuador.
UN, Dev Program, Quito 2889, Ecuador.
Ctr Ocean Hlth, Santa Cruz, CA 95060 USA.
Univ Queensland, Sch Nat & Rural Syst Management, Gatton, Qld 4343, Australia.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10530-006-9011-y
",NA,"cjd34@cornell.edu
","148
","NA
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"MAR
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Donlan, CJ (reprint author), Cornell Univ, Dept Ecol & Evolutionary Biol, Corson Hall, Ithaca, NY 14853 USA
",NA,NA,"1387-3547
","BIOLOGICAL INVASIONS
",NA,NA,9,"Geographic tools for eradication programs of insular non-native mammals
","WOS:000245009800005
",NA,9,NA,9
"./data/Ecuador.txt",NA,"Carrion, Victor
Donlan, C. Josh
Campbell, Karl
Lavoie, Christian
Cruz, Felipe
","Carrion, V
Donlan, CJ
Campbell, K
Lavoie, C
Cruz, F
","437
","Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY 14853 USA.
Galapagos Natl Pk Serv, Gala, Ecuador.
Ctr Ocean Hlth, Santa Cruz, CA 95060 USA.
Charles Darwin Fdn, Quito, Ecuador.
Univ Queensland, Nat & Rural Syst Management, Gatton Coll, Gatton, Qld 4345, Australia.
UN Dev Program, Quito 2889, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10531-005-5825-7
",NA,"Cjd34@cornell.edu
","445
","NA
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Donlan, CJ (reprint author), Cornell Univ, Dept Ecol & Evolutionary Biol, Corson Hall, Ithaca, NY 14853 USA
",NA,NA,"0960-3115
","BIODIVERSITY AND CONSERVATION
",NA,NA,11,"Feral donkey (Equus asinus) eradications in the Galapagos
","WOS:000244025100010
",NA,16,NA,11
"./data/Ecuador.txt",NA,"Mercier, Annie
Ycaza, Roberto H.
Hamel, Jean-Francois
","Mercier, A
Ycaza, RH
Hamel, JF
","179
","Mem Univ Newfoundland, Ocean Sci Ctr, St John, NF A1C 5S7, Canada.
Invest Especies Acuat, Santa Elena, Ecuador.
Soc Explorat & Valuing Environm, St Philips, NF A1M 2B7, Canada.
",NA,NA,NA,NA,NA,NA,NA,"10.3354/meps329179
",NA,"amercier@mun.ca
","189
","NA
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,2007,NA,NA,NA,NA,"Mercier, A (reprint author), Mem Univ Newfoundland, Ocean Sci Ctr, St John, NF A1C 5S7, Canada
",NA,NA,"0171-8630
","MARINE ECOLOGY-PROGRESS SERIES
",NA,NA,9,"Long-term study of gamete release in a broadcast-spawning holothurian:
predictable lunar and diel periodicities
","WOS:000245319700015
",NA,329,NA,10
"./data/Ecuador.txt",NA,"LaFrankie, James V.
Ashton, Peter S.
Chuyong, George B.
Co, Leonardo
Condit, Richard
Davies, Stuart J.
Foster, Robin
Hubbell, Stephen P.
Kenfack, David
Lagunzad, Daniel
Losos, Elizabeth C.
Nor, Noor Supardi Md.
Tan, Sylvester
Thomas, Duncan W.
Valencia, Renato
Villa, Gorky
","LaFrankie, JV
Ashton, PS
Chuyong, GB
Co, L
Condit, R
Davies, SJ
Foster, R
Hubbell, SP
Kenfack, D
Lagunzad, D
Losos, EC
Nor, NSM
Tan, S
Thomas, DW
Valencia, R
Villa, G
","2298
","Natl Inst Educ, Smithsonian Trop Res Inst, Singapore 637616, Singapore.
Harvard Univ, Cambridge, MA 02138 USA.
Univ Buea, Dept Life Sci, Buea, Cameroon.
Conservat Int, Quezon City, Philippines.
Smithsonian Trop Res Inst, Unit 0948, Miami, FL 34002 USA.
Field Museum Nat Hist, Dept Bot, Chicago, IL 60605 USA.
Univ Georgia, Dept Plant Biol, Athens, GA 30602 USA.
Missouri Bot Garden, Dept 43, St Louis, MO 63110 USA.
Univ Philippines, Inst Biol, Manila, Philippines.
Ctr Trop Forest Sci, Washington, DC 20013 USA.
Forest Res Inst Malaysia, Kepong 52019, Malaysia.
Sarawak Forest Corp, Kuching, Sarawak, Malaysia.
Oregon State Univ, Dept Forest Sci, Corvallis, OR 97331 USA.
Pontificia Univ Catolica Ecuador, Dept Biol Sci, Quito, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1890/0012-9658(2006)87[2298:CSACOT]2.0.CO;2
",NA,"jlafrankie@yahoo.com
","2305
","NA
",NA,NA,NA,NA,NA,"9
",NA,NA,NA,NA,NA,NA,NA,NA,"SEP
",NA,NA,NA,NA,"J
",NA,2006,NA,NA,NA,NA,"LaFrankie, JV (reprint author), Natl Inst Educ, Smithsonian Trop Res Inst, 1 Nanyang Walk, Singapore 637616, Singapore
",NA,NA,"0012-9658
","ECOLOGY
",NA,NA,11,"Contrasting structure and composition of the understory in species-rich
tropical rain forests
","WOS:000240253000019
",NA,87,NA,12
"./data/Ecuador.txt",NA,"Dobbs, Robert C.
Styrsky, John D.
Thompson, Charles F.
","Dobbs, RC
Styrsky, JD
Thompson, CF
","849
","Illinois State Univ, Behav Ecol Evolut & Systemat Sect, Dept Biol Sci, Normal, IL 61790 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1093/beheco/arl019
",NA,"wrens@ilstu.edu
","856
","NA
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,NA,NA,"SEP-OCT
",NA,NA,NA,NA,"J
",NA,2006,NA,NA,NA,NA,"Thompson, CF (reprint author), Yanayacu Biol Stn, Cosanga, Ecuador, Ecuador
",NA,NA,"1045-2249
","BEHAVIORAL ECOLOGY
",NA,NA,7,"Clutch size and the costs of incubation in the house wren
","WOS:000239899500021
",NA,17,NA,7
"./data/Ecuador.txt",NA,"Kilpatrick, A. Marm
Daszak, Peter
Goodman, Simon J.
Rogg, Helmuth
Kramer, Laura D.
Cedeno, Virna
Cunningham, Andrew A.
","Kilpatrick, AM
Daszak, P
Goodman, SJ
Rogg, H
Kramer, LD
Cedeno, V
Cunningham, AA
","1224
","Consortium Conservat Med, New York, NY 10001 USA.
Zool Soc London, Inst Zool, London NW1 4RY, England.
Univ Leeds, Inst Integrat & Comparat Biol, Leeds LS2 9JT, W Yorkshire, England.
Fdn Charles Darwin, Charles Darwin Res Stn, Galapagos, Ecuador.
New York State Dept Hlth, Slingerlands, NY 12159 USA.
Galapagos Genet Epidemiol & Pathol Lab, Santa Cruz, CA USA.
Univ Guayaquil, Program Biotechnol, Guayaquil, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1523-1739.2006.00423.x
",NA,"kilpatrick@conservationmedicine.org
","1231
","NA
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"AUG
",NA,NA,NA,NA,"J
",NA,2006,NA,NA,NA,NA,"Kilpatrick, AM (reprint author), Consortium Conservat Med, 460 W 34th St, New York, NY 10001 USA
",NA,NA,"0888-8892
","CONSERVATION BIOLOGY
",NA,NA,29,"Predicting pathogen introduction: West Nile virus spread to Galapagos
","WOS:000239545500033
",NA,20,NA,30
"./data/Ecuador.txt",NA,"Malhi, Y
Wood, D
Baker, TR
Wright, J
Phillips, OL
Cochrane, T
Meir, P
Chave, J
Almeida, S
Arroyo, L
Higuchi, N
Killeen, TJ
Laurance, SG
Laurance, WF
Lewis, SL
Monteagudo, A
Neill, DA
Vargas, PN
Pitman, NCA
Quesada, CA
Salomao, R
Silva, JNM
Lezama, AT
Terborgh, J
Martinez, RV
Vinceti, B
","Malhi, Y
Wood, D
Baker, TR
Wright, J
Phillips, OL
Cochrane, T
Meir, P
Chave, J
Almeida, S
Arroyo, L
Higuchi, N
Killeen, TJ
Laurance, SG
Laurance, WF
Lewis, SL
Monteagudo, A
Neill, DA
Vargas, PN
Pitman, NCA
Quesada, CA
Salomao, R
Silva, JNM
Lezama, AT
Terborgh, J
Martinez, RV
Vinceti, B
","1107
","Univ Oxford, Ctr Environm, Oxford OX1 3QY, England.
Univ Edinburgh, Sch Geosci, Edinburgh EH8 9YL, Midlothian, Scotland.
Univ Leeds, Earth & Biosphere Inst, Leeds LS2 9JT, W Yorkshire, England.
Univ Southampton, Dept Geog, Southampton SO9 5NH, Hants, England.
Agteca, Santa Cruz, Bolivia.
CNRS, UPS, Lab Evolut & Divers Biol, Toulouse, France.
Museu Paraense Emilio Goeldi, Belem, Para, Brazil.
Museo Noel Kempff Mercado, Santa Clara, Bolivia.
Inst Natl Pesquisas Amazonicas, Manaus, Amazonas, Brazil.
Conservat Int, Ctr Appl Biodivers Sci, Washington, DC USA.
Smithsonian Trop Res Inst, Balboa, Panama.
Univ Nacl San Antonio Abad Cusco, Herbardio Vargas, Cuzco, Peru.
Jardin Bot Missouri, Proyecto Flora Peru, Oxapampa, Peru.
Fdn Jatun Sacha, Quito, Ecuador.
Univ Nacl San Antonio Cusco, Herbario Vargas, Cuzco, Peru.
Duke Univ, Ctr Trop Conservat, Durham, NC USA.
CIFOR, Tapajos, Brazil.
EMBRAPA Amazonia Oriental, Belem, Para, Brazil.
Univ Los Andes, INDEFOR, Fac Ciencias Forestales & Ambientale, Merida 5101, Venezuela.
Int Plant Genet Resources Inst, Rome, Italy.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1365-2486.2006.01120.x
",NA,"ymalhi@ouce.ox.ac.uk
","1138
","NA
",NA,NA,NA,NA,NA,"7
",NA,NA,NA,NA,NA,NA,NA,NA,"JUL
",NA,NA,NA,NA,"J
",NA,2006," A-7681-2008
",NA,NA,NA,"Malhi, Y (reprint author), Univ Oxford, Ctr Environm, S Parks Rd, Oxford OX1 3QY, England
",NA,NA,"1354-1013
","GLOBAL CHANGE BIOLOGY
",NA,NA,75,"The regional variation of aboveground live biomass in old-growth
Amazonian forests
","WOS:000238352800001
",NA,12,NA,78
"./data/Ecuador.txt",NA,"Suarez, ER
Fahey, TJ
Groffman, PM
Yavitt, JB
Bohlen, PJ
","Suarez, ER
Fahey, TJ
Groffman, PM
Yavitt, JB
Bohlen, PJ
","553
","Inst Ecosyst Studies, Millbrook, NY 12545 USA.
Cornell Univ, Dept Nat Resources, Ithaca, NY 14853 USA.
Archbold Biol Stn, Lake Placid, FL 33852 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10530-005-1196-y
",NA,"esuarez@wcsecuador.org
","564
","NA
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,2006,NA,NA,NA,NA,"Suarez, ER (reprint author), Wildlife Conservat Soc Ecuador, San Francisco 441y Mariano Echeverria,Apartado Po, Quito, Ecuador
",NA,NA,"1387-3547
","BIOLOGICAL INVASIONS
",NA,NA,6,"Spatial and temporal dynamics of exotic earthworm communities along
invasion fronts in a temperate hardwood forest in south-central New York
(USA)
","WOS:000238531200001
",NA,8,NA,6
"./data/Ecuador.txt",NA,"Encalada, AC
Peckarsky, BL
","Encalada, AC
Peckarsky, BL
","526
","Cornell Univ, Dept Entomol, Ithaca, NY 14850 USA.
Rocky Mt Biol Labs, Crested Butte, CO 81224 USA.
Univ Coimbra, Dept Zool, IMAR, P-3000 Coimbra, Portugal.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s00442-006-0376-5
",NA,"andreae@usfq.edu.ec
","537
","NA
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"JUN
",NA,NA,NA,NA,"J
",NA,2006,NA,NA,NA,NA,"Encalada, AC (reprint author), Univ San Francisco Quito, Dept Ciencias Ambientales, Quito, Ecuador
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,13,"Selective oviposition of the mayfly Baetis bicaudatus
","WOS:000237796300017
",NA,148,NA,14
"./data/Ecuador.txt",NA,"Tye, A
","Tye, A
","201
","Charles Darwin Res Stn, Dept Bot, Isla Santa Cruz, Galapagos, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10530-004-3574-2
",NA,"atye@fcdarwin.org.ec
","215
","NA
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"MAR
",NA,NA,NA,NA,"J
",NA,2006,NA,NA,NA,NA,"Tye, A (reprint author), CDRS, AP 17-01-3891, Quito, Ecuador
",NA,NA,"1387-3547
","BIOLOGICAL INVASIONS
",NA,NA,14,"Can we infer island introduction and naturalization rates from inventory
data? Evidence from introduced plants in Galapagos
","WOS:000234309500009
",NA,8,NA,16
"./data/Ecuador.txt",NA,"Humphries, CA
Arevalo, VD
Fischer, KN
Anderson, DJ
","Humphries, CA
Arevalo, VD
Fischer, KN
Anderson, DJ
","379
","Wake Forest Univ, Dept Biol, Winston Salem, NC 27109 USA.
Univ Azuay, Dept Biol, Cuenca, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s00442-005-0264-4
",NA,"da@wfu.edu
","390
","NA
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,"MAR
",NA,NA,NA,NA,"J
",NA,2006,NA,NA,NA,NA,"Anderson, DJ (reprint author), Wake Forest Univ, Dept Biol, Winston Salem, NC 27109 USA
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,8,"Contributions of marginal offspring to reproductive success of Nazca
booby (Sula granti) parents: tests of multiple hypotheses
","WOS:000235271600020
",NA,147,NA,8
