"AU_ID","UT","C1","RP","RID","RI","OI","Author_Order"
"Montufar, Rommel_1","WOS:000283375900003
","","","","","",8
"Jaksic, FM_1","WOS:000283375900003
","","","","","",9
"Gaos, AR_1","WOS:000284038500027
","Ocean Fdn, Washington, DC USA.","Ocean Fdn, Washington, DC USA","","","",1
"Rivadeneyra, J_2","WOS:000284038500027
","","","","","",2
"Rivadeneyra, J_2","WOS:000284038500027
","ProDelphinus, Lima, Peru.
Univ Exeter, Exeter, Devon, England.","","","","",3
"Rivadeneyra, J_2","WOS:000284038500027
","Ctr Invest El Manejo Ambiental & El Desarrollo, Cali, Colombia.","","","","",4
"Rivadeneyra, J_2","WOS:000284038500027
","Programa Restaurac Tortugas Marinas, San Jose, Costa Rica.","","","","",5
"Baquero, A_1","WOS:000284038500027
","Fdn Equilibrio Azul, Quito, Ecuador.
Univ San Francisco Quito, Quito, Ecuador.","","","","",6
"Rivadeneyra, J_2","WOS:000284038500027
","UNAM, Lab Genet & Banco Informac Tortugas Marinas, Inst Ciencias Mar & Limnol, Mazatlan, Mexico.","","","","",7
"Rivadeneyra, J_2","WOS:000284038500027
","WIDECAST Latin Amer, San Jose, Costa Rica.","","","","",8
"Rivadeneyra, J_2","WOS:000284038500027
","Minist Medio Ambiente & Recursos Nat, San Salvador, El Salvador.","","","","",9
"Rivadeneyra, J_2","WOS:000284038500027
","USAID, Santa Elena, La Libertad, El Salvador.","","","","",10
"Rivadeneyra, J_2","WOS:000284038500027
","Fdn Zool El Salvador, San Salvador, El Salvador.","","","","",11
"Rivadeneyra, J_2","WOS:000284038500027
","Fdn Zool El Salvador, San Salvador, El Salvador.","","","","",12
"Rivadeneyra, J_2","WOS:000284038500027
","Asociac Rescate & Conservac Vida Silvestre, San Lucas Sacatepequez, Guatemala.","","","","",13
"Munoz, JP_1","WOS:000284038500027
","","","","","",14
"Nichols, WJ_1","WOS:000284038500027
","","","","","",15
"Rivadeneyra, J_2","WOS:000284038500027
","Fdn Equilibrio Azul, Quito, Ecuador.","","","","",16
"Seminoff, JA_1","WOS:000284038500027
","","","","","",17
"Vasquez, M_1","WOS:000284038500027
","Univ El Salvador, Inst Ciencias Mar & Limnol, San Salvador, El Salvador.","","","","",18
"Urteaga, J_1","WOS:000284038500027
","Fauna & Flora Int, Managua, Nicaragua.","","","","",19
"Rivadeneyra, J_2","WOS:000284038500027
","Conservat Int, Global Marine Div, Arlington, TX USA.","","","","",20
"Yanez, IL_1","WOS:000284038500027
","","","","","",21
"Rivadeneyra, J_2","WOS:000284038500027
","Univ Florida, Archie Carr Ctr Sea Turtle Res, Gainesville, FL USA.
Univ Florida, Dept Biol, Gainesville, FL USA.
Charles Darwin Fdn, Santa Cruz Isl, Galapagos Isl, Ecuador.","","","","",22
"Montufar, Rommel_1","WOS:000281676700020
","Univ Tasmania, Tasmanian Aquaculture & Fisheries Inst, Hobart, Tas 7001, Australia.","Univ Tasmania, Tasmanian Aquaculture & Fisheries Inst, Private Bag 49, Hobart, Tas 7001, Australia","","","",1
"Banks, SA_1","WOS:000281676700020
","","","","","",2
"Rivadeneyra, J_2","WOS:000281676700020
","","","","","",3
"Montufar, Rommel_1","WOS:000281676700020
","","","","","",4
"Montufar, Rommel_1","WOS:000281676700020
","","","","","",5
"Rivadeneyra, J_2","WOS:000281676700020
","","","","","",6
"Montufar, Rommel_1","WOS:000281676700020
","","","","","",7
"Rivadeneyra, J_2","WOS:000281676700020
","","","","","",8
"Rivadeneyra, J_2","WOS:000281676700020
","","","","","",9
"Henderson, S_2","WOS:000281676700020
","","","","","",10
"Rivadeneyra, J_2","WOS:000281676700020
","","","","","",11
"Rivadeneyra, J_2","WOS:000281676700020
","","","","","",12
"Rivera, F_1","WOS:000281676700020
","","","","","",13
"Rivadeneyra, J_2","WOS:000281676700020
","","","","","",14
"Rivadeneyra, J_2","WOS:000283458600003
","Johannes Gutenberg Univ Mainz, Earth Syst Sci Res Ctr, Inst Geog, Mainz, Germany.","","","","",1
"Homeier, J_2","WOS:000283458600003
","","","","","",2
"Montufar, Rommel_1","WOS:000283458600003
","Univ Gottingen, Albrecht von Haller Inst Plant Sci, Gottingen, Germany.
Univ Natl de Loja, Direcc Gen Invest, Sector La Argelia, Loja, Ecuador.","","","","",3
"Montufar, Rommel_1","WOS:000283458600003
","Univ Bern, Inst Geog, CH-3012 Bern, Switzerland.","Univ Bern, Inst Geog, Hallerstr 12, CH-3012 Bern, Switzerland","","","",4
"Tello, JS_2","WOS:000282176800018
","Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA.","Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA","","","",1
"Stevens, RD_2","WOS:000282176800018
","","","","","",2
"Montufar, Rommel_1","WOS:000281371800007
","Yanayacu Biol Stn, Quito, Ecuador.","Yanayacu Biol Stn, Foch 721 & Amazonas, Quito, Ecuador","","","",1
"Montufar, Rommel_1","WOS:000281717200012
","Tech Univ Berlin, Dept Ecol, D-12165 Berlin, Germany.","Tech Univ Berlin, Dept Ecol, Rothenburgstr 12, D-12165 Berlin, Germany","","","",1
"Montufar, Rommel_1","WOS:000281717200012
","","","","","",2
"Donoso, DA_1","WOS:000280962200019
","Univ Oklahoma, Dept Zool, Grad Program Ecol & Evolutionary Biol, Norman, OK 73019 USA.","Univ Oklahoma, Dept Zool, Grad Program Ecol & Evolutionary Biol, Norman, OK 73019 USA","","","",1
"Rivadeneyra, J_2","WOS:000280962200019
","","","","","",2
"Kaspari, M_1","WOS:000280962200019
","","","","","",3
"Rivadeneyra, J_2","WOS:000277168000003
","Colorado State Univ, Dept Fish Wildlife & Conservat Biol, Ft Collins, CO USA.","Fdn Charles Darwin, Isla Santa Cruz, Galapagos, Ecuador","","","",1
"Rivadeneyra, J_2","WOS:000277168000003
","","","","","",2
"Rivadeneyra, J_2","WOS:000277168000003
","","","","","",3
"Rivadeneyra, J_2","WOS:000277168000003
","","","","","",4
"Rivadeneyra, J_2","WOS:000277168000003
","","","","","",5
"Rivadeneyra, J_2","WOS:000277168000003
","","","","","",6
"Rivadeneyra, J_2","WOS:000277410800001
","Charles Darwin Fdn, Quito, Ecuador.","Rotoiti Nat Recovery Project, Dept Conservat, POB 55, St Arnaud 7053, New Zealand","","","",1
"Rivadeneyra, J_2","WOS:000277410800001
","","","","","",2
"Rivadeneyra, J_2","WOS:000277289400003
","Univ Nevada, Biol Dept 0314, Reno, NV 89557 USA.","Univ Nevada, Biol Dept 0314, 1664 N Virginia St, Reno, NV 89557 USA","","","",1
"Rivadeneyra, J_2","WOS:000277289400003
","","","","","",2
"Montufar, Rommel_1","WOS:000277289400003
","","","","","",3
"Rivadeneyra, J_2","WOS:000277289400003
","","","","","",4
"Rivadeneyra, J_2","WOS:000277289400003
","","","","","",5
"Rivadeneyra, J_2","WOS:000277289400006
","Clemson Univ, Dept Biol Sci, Clemson, SC 29634 USA.","Clemson Univ, Dept Biol Sci, Clemson, SC 29634 USA","","","",1
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",2
"Montufar, Rommel_1","WOS:000277289400006
","","","","","",3
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",4
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",5
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",6
"Montufar, Rommel_1","WOS:000277289400006
","","","","","",7
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",8
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",9
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",10
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",11
"Montufar, Rommel_1","WOS:000277289400006
","","","","","",12
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",13
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",14
"Montufar, Rommel_1","WOS:000277289400006
","","","","","",15
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",16
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",17
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",18
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",19
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",20
"Montufar, Rommel_1","WOS:000277289400006
","","","","","",21
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",22
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",23
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",24
"Rivadeneyra, J_2","WOS:000277289400006
","","","","","",25
"Romero-Saltos, H_1","WOS:000277289400006
","","","","","",26
"Montufar, Rommel_1","WOS:000277289400006
","","","","","",27
"Rivadeneyra, J_2","WOS:000277483200006
","Wildlife Conservat Soc Bolivia, Santa Cruz, Bolivia.","Calama 143, Sucre, Bolivia","","","",1
"Rivadeneyra, J_2","WOS:000277483200006
","","","","","",2
"Rivadeneyra, J_2","WOS:000277483200006
","","","","","",3
"Rivadeneyra, J_2","WOS:000277483200006
","","","","","",4
"Rivadeneyra, J_2","WOS:000275877600020
","Arizona State Univ, Sch Life Sci, Tempe, AZ 85287 USA.","Arizona State Univ, Sch Life Sci, Tempe, AZ 85287 USA","","","",1
"Rivadeneyra, J_2","WOS:000275877600020
","","","","","",2
"Rivadeneyra, J_2","WOS:000275877600020
","","","","","",3
"Rivadeneyra, J_2","WOS:000275877600020
","","","","","",4
"Rivadeneyra, J_2","WOS:000275877600020
","","","","","",5
"Rivadeneyra, J_2","WOS:000275877600020
","","","","","",6
"Montufar, Rommel_1","WOS:000275215700011
","SUNY Syracuse, Coll Environm Sci & Forestry, Syracuse, NY 13210 USA.","SUNY Syracuse, Coll Environm Sci & Forestry, Syracuse, NY 13210 USA","","","",1
"Montufar, Rommel_1","WOS:000275215700011
","","","","","",2
"Rivadeneyra, J_2","WOS:000275215700011
","","","","","",3
"Rivadeneyra, J_2","WOS:000274330800006
","Univ Autonoma Madrid, Dept Ecol, E-28049 Madrid 2, Spain.","","","","",1
"Montufar, Rommel_1","WOS:000274330800006
","","","","","",2
"Montufar, Rommel_1","WOS:000274330800006
","","Univ Autonoma Madrid, Dept Ecol, E-28049 Madrid 2, Spain","","","",3
"Rivadeneyra, J_2","WOS:000274770200013
","Univ Queensland, Ctr Ecol, Ctr Appl Environm Decis Anal, St Lucia, Qld 4072, Australia.","Univ Queensland, Ctr Ecol, Ctr Appl Environm Decis Anal, St Lucia, Qld 4072, Australia","","","",1
"Montufar, Rommel_1","WOS:000274770200013
","","","","","",2
"Rivadeneyra, J_2","WOS:000274770200013
","","","","","",3
"Henderson, S_2","WOS:000274770200013
","","","","","",4
"Montufar, Rommel_1","WOS:000274770200013
","","","","","",5
"Rivadeneyra, J_2","WOS:000278978800016
","Oregon State Univ, Dept Zool, Corvallis, OR 97331 USA.","Univ San Francisco Quito Diego Robles & Via Inter, Cumbaya, Ecuador","","","",1
"Rivadeneyra, J_2","WOS:000278978800016
","Oregon State Univ, Dept Zool, Corvallis, OR 97331 USA.","","","","",2
"Gardener, MR_1","WOS:000273551600003
","Charles Darwin Fdn, Puerto Ayora, Galapagos Isl, Ecuador.","Charles Darwin Fdn, Puerto Ayora, Galapagos Isl, Ecuador","","","",1
"Montufar, Rommel_1","WOS:000273551600003
","","","","","",2
"Rivadeneyra, J_2","WOS:000273551600003
","","","","","",3
"Montufar, Rommel_1","WOS:000273723100007
","Univ New Orleans, Dept Biol Sci, New Orleans, LA 70148 USA.","S Amer Explorers Club, Apdo 17-21-431, Eloy Alfaro, Quito, Ecuador","","","",1
"Rivadeneyra, J_2","WOS:000273723100007
","","","","","",2
"Montufar, Rommel_1","WOS:000273723100007
","","","","","",3
"Montufar, Rommel_1","WOS:000273723100007
","","","","","",4
"Chao, A_1","WOS:000273723100007
","","","","","",5
"Rivadeneyra, J_2","WOS:000273723100007
","","","","","",6
"Cisneros-Heredia, DF_1","WOS:000274770200019
","Univ San Francisco Quito, Colegio Ciencias Biol & Ambiertales, Quito, Ecuador.","Univ San Francisco Quito, Colegio Ciencias Biol & Ambiertales, Campus Cumbaya,Edif Darwin,DW-010A,Casilla 17-120, Quito, Ecuador","","","",1
"Rivadeneyra, J_2","WOS:000274770200019
","","","","","",2
"Rivadeneyra, J_2","WOS:000274770200019
","","","","","",3
"Rivadeneyra, J_2","WOS:000274770200019
","","","","","",4
"Rivadeneyra, J_2","WOS:000272614200010
","Univ Gottingen, Dept Systemat Bot, D-37073 Gottingen, Germany.","Univ Nacl Agr La Molina, Herbario Forestal MOL, Apartado 456, Lima 1, Peru","","","",1
"Rivadeneyra, J_2","WOS:000272614200010
","","","","","",2
"Rivadeneyra, J_2","WOS:000272614200010
","","","","","",3
"Rivadeneyra, J_2","WOS:000272614200010
","","","","","",4
"Rivadeneyra, J_2","WOS:000272245000018
","Tech Univ Munich, Inst Forest Management, Ctr Life & Food Sci Weihenstephan, D-8050 Freising Weihenstephan, Germany.","Tech Univ Munich, Inst Forest Management, Ctr Life & Food Sci Weihenstephan, D-8050 Freising Weihenstephan, Germany","","","",1
"Rivadeneyra, J_2","WOS:000272245000018
","","","","","",2
"Montufar, Rommel_1","WOS:000272245000018
","","","","","",3
"Rivadeneyra, J_2","WOS:000272245000018
","","","","","",4
"Rivadeneyra, J_2","WOS:000272245000018
","","","","","",5
"Montufar, Rommel_1","WOS:000272245000018
","","","","","",6
"Montufar, Rommel_1","WOS:000272245000018
","","","","","",7
"Montufar, Rommel_1","WOS:000272245000018
","","","","","",8
"Rivadeneyra, J_2","WOS:000272163100031
","Nelson Inst Environm Studies, Madison, WI 53706 USA.","Nelson Inst Environm Studies, 30A Sci Hall,550 N Pk St, Madison, WI 53706 USA","","","",1
"Rivadeneyra, J_2","WOS:000272163100031
","","","","","",2
"Rivadeneyra, J_2","WOS:000272163100031
","Fdn Cordillera Trop, Cuenca, Ecuador.","","","","",3
"Levin, II_1","WOS:000272100100043
","Univ Missouri, Dept Biol, St Louis, MO 63121 USA.","Univ Missouri, Dept Biol, 1 Univ Blvd, St Louis, MO 63121 USA","","","",1
"Rivadeneyra, J_2","WOS:000272100100043
","","","","","",2
"Montufar, Rommel_1","WOS:000272100100043
","","","","","",3
"Montufar, Rommel_1","WOS:000272100100043
","","","","","",4
"Montufar, Rommel_1","WOS:000270787100015
","Tech Univ Berlin, Dept Ecol, D-12165 Berlin, Germany.","Tech Univ Berlin, Dept Ecol, Rothenburgstr 12, D-12165 Berlin, Germany","","","",1
"Montufar, Rommel_1","WOS:000270787100015
","","","","","",2
"Montufar, Rommel_1","WOS:000270787100015
","","","","","",3
"Montufar, Rommel_1","WOS:000270425100025
","PUCE, Fac Ciencias Exactas & Nat, Quito, Ecuador.","PUCE, Fac Ciencias Exactas & Nat, Quito, Ecuador","","","",1
"Rivadeneyra, J_2","WOS:000270425100025
","","","","","",2
"Crespo-Perez, V_1","WOS:000270425100025
","","","","","",3
"Montufar, Rommel_1","WOS:000270425100025
","","","","","",4
"Gloor, M_1","WOS:000269577800006
","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England.","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England","","","",1
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",2
"Rivadeneyra, J_2","WOS:000269577800006
","","","","","",3
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",4
"Montufar, Rommel_1","WOS:000269577800006
","Univ Oxford, Oxford, England.","","","","",5
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",6
"Lopez-Gonzalez, G_1","WOS:000269577800006
","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England.","","","","",7
"Rivadeneyra, J_2","WOS:000269577800006
","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England.","","","","",8
"Montufar, Rommel_1","WOS:000269577800006
","Paraense Emilio Goeldi, Belem, Para, Brazil.","","","","",9
"Rivadeneyra, J_2","WOS:000269577800006
","","","","","",10
"Montufar, Rommel_1","WOS:000269577800006
","Columbia Univ, Medellin, Colombia.","","","","",11
"Amaral, I_1","WOS:000269577800006
","Team INPA, Manaus, Amazonas, Brazil.","","","","",12
"Montufar, Rommel_1","WOS:000269577800006
","Missouri Bot Garden, Santa Cruz, Bolivia.
Museo Hist Nat Noel Kempff Mercado, Santa Cruz, Bolivia.","","","","",13
"Aymard, G_1","WOS:000269577800006
","UNELLEZ Guanare, Guanare, Venezuela.","","","","",14
"Banki, O_1","WOS:000269577800006
","Univ Utrecht, NL-3508 TC Utrecht, Netherlands.","","","","",15
"Blanc, L_1","WOS:000269577800006
","UMR, Kourou, French Guiana.","","","","",16
"Bonal, D_1","WOS:000269577800006
","UMR, Kourou, French Guiana.","","","","",17
"Rivadeneyra, J_2","WOS:000269577800006
","","","","","",18
"Chao, KJ_1","WOS:000269577800006
","","","","","",19
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",20
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",21
"Montufar, Rommel_1","WOS:000269577800006
","Smithsonian Inst, Washington, DC 20560 USA.","","","","",22
"Montufar, Rommel_1","WOS:000269577800006
","Univ San Abad Cusco, Cuzco, Peru.","","","","",23
"Montufar, Rommel_1","WOS:000269577800006
","NYU, New York, NY USA.","","","","",24
"Feldpausch, TR_1","WOS:000269577800006
","","","","","",25
"Rivadeneyra, J_2","WOS:000269577800006
","Museu Paraense Emilio Goeldi, Belem, Para, Brazil.","","","","",26
"Rivadeneyra, J_2","WOS:000269577800006
","IVIC, Caracas, Venezuela.","","","","",27
"Montufar, Rommel_1","WOS:000269577800006
","Inst Natl Pesquisas Amazonia, Manaus, Amazonas, Brazil.","","","","",28
"Honorio, E_1","WOS:000269577800006
","IIAP, Iquitos, Peru.","","","","",29
"Rivadeneyra, J_2","WOS:000269577800006
","Univ Nacl Colombia, Leticia, Colombia.","","","","",30
"Montufar, Rommel_1","WOS:000269577800006
","Conservat Int, Washington, DC USA.","","","","",31
"Montufar, Rommel_1","WOS:000269577800006
","Smithsonian Trop Res Inst, Ancon, Panama.","","","","",32
"Rivadeneyra, J_2","WOS:000269577800006
","Manejo Forestal Tierras Trop Bolivia, Fomabo, Sacta, Bolivia.","","","","",33
"Montufar, Rommel_1","WOS:000269577800006
","Jardin Bot Missouri, Proyecto Flora Peru, Oxapampa, Peru.","","","","",34
"Andrade, A_1","WOS:000269577800006
","INPA, Manaus, Amazonas, Brazil.","","","","",35
"Montufar, Rommel_1","WOS:000269577800006
","Fdn Jatun Sacha, Quito, Ecuador.
Missouri Bot Garden, Quito, Ecuador.","","","","",36
"Rivadeneyra, J_2","WOS:000269577800006
","Woods Hole Res Ctr, Woods Hole, MA USA.","","","","",37
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",38
"Rivadeneyra, J_2","WOS:000269577800006
","","","","","",39
"Rivadeneyra, J_2","WOS:000269577800006
","","","","","",40
"Prieto, A_1","WOS:000269577800006
","Univ Nacl Colombia, Inst Ciencias Nat, Bogota, Colombia.","","","","",41
"Montufar, Rommel_1","WOS:000269577800006
","Duke Univ, Ctr Trop Conservat, Durham, NC 27706 USA.","","","","",42
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",43
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",44
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",45
"Rivadeneyra, J_2","WOS:000269577800006
","","","","","",46
"Stropp, J_1","WOS:000269577800006
","Univ Utrecht, NL-3508 TC Utrecht, Netherlands.","","","","",47
"Ramirez, F_1","WOS:000269577800006
","Univ Nacl Amazonia Peruana, Iquitos, Peru.","","","","",48
"Rivadeneyra, J_2","WOS:000269577800006
","Univ Los Andes, Merida, Venezuela.","","","","",49
"Rudas, A_1","WOS:000269577800006
","Univ Nacl Colombia, Inst Ciencias Nat, Bogota, Colombia.","","","","",50
"ter Steege, H_1","WOS:000269577800006
","NHN Utrecht, Utrecht, Netherlands.","","","","",51
"Montufar, Rommel_1","WOS:000269577800006
","CIFOR, Tapajos, Brazil.
EMBRAPA Amazonia Oriental, Belem, Para, Brazil.","","","","",52
"Rivadeneyra, J_2","WOS:000269577800006
","Univ Los Andes, Merida, Venezuela.","","","","",53
"Montufar, Rommel_1","WOS:000269577800006
","","","","","",54
"Montufar, Rommel_1","WOS:000269577800006
","Jardin Bot Missouri, Proyecto Flora Peru, Oxapampa, Peru.","","","","",55
"van der Heijden, G_1","WOS:000269577800006
","","","","","",56
"Montufar, Rommel_1","WOS:000269168700003
","Pontificia Univ Catolica Ecuador, Lab Ecol Plantas & Herbario QCA, Escuela Ciencias Biol, Quito, Ecuador.","Pontificia Univ Catolica Ecuador, Lab Ecol Plantas & Herbario QCA, Escuela Ciencias Biol, Apartado 17-01-2184, Quito, Ecuador","","","",1
"Montufar, Rommel_1","WOS:000269168700003
","","","","","",2
"Montufar, Rommel_1","WOS:000269168700003
","","","","","",3
"Montufar, Rommel_1","WOS:000269168700003
","","","","","",4
"Montufar, Rommel_1","WOS:000269168700003
","","","","","",5
"Stegen, JC_1","WOS:000268792000010
","Univ Arizona, Dept Ecol & Evolutionary Biol, Tucson, AZ 85721 USA.","1041 E Lowell St,Biosci W Room 310, Tucson, AZ 85721 USA","","","",1
"Swenson, NG_1","WOS:000268792000010
","","","","","",2
"Montufar, Rommel_1","WOS:000268792000010
","","","","","",3
"Enquist, BJ_1","WOS:000268792000010
","","","","","",4
"Montufar, Rommel_1","WOS:000268792000010
","","","","","",5
"Montufar, Rommel_1","WOS:000268190300011
","Univ Georgia, Sch Forestry & Nat Resources, Athens, GA 30602 USA.","Univ Georgia, Sch Forestry & Nat Resources, Athens, GA 30602 USA","","","",1
"Montufar, Rommel_1","WOS:000268190300011
","","","","","",2
"Montufar, Rommel_1","WOS:000268190300011
","","","","","",3
"Montufar, Rommel_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","Univ San Francisco Quito, IDEAS, Campus Cumbaya,Diego de Robles & Via Interocean,P, Quito, Ecuador","","","",1
"Montufar, Rommel_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","","","","",2
"Montufar, Rommel_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","","","","",3
"Montufar, Rommel_1","WOS:000268027900016
","","","","","",4
"Montufar, Rommel_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","","","","",5
"Montufar, Rommel_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","","","","",6
"Montufar, Rommel_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","","","","",7
"Montufar, Rommel_1","WOS:000268027900016
","Ecuador Program, Wildlife Conservat Soc, Quito, Ecuador.
Wildlife Conservat Soc, Ecuador Program, Quito, Ecuador.","","","","",8
"Montufar, Rommel_1","WOS:000268027900016
","","","","","",9
"Montufar, Rommel_1","WOS:000268970300018
","Wildlife Conservat Soc Ecuador Program, Quito, Ecuador.","Wildlife Conservat Soc Ecuador Program, Eloy Alfaro N37-224 & Coremo,Apartado Postal 17-2, Quito, Ecuador","","","",1
"Montufar, Rommel_1","WOS:000268970300018
","","","","","",2
"Montufar, Rommel_1","WOS:000268970300018
","","","","","",3
"Montufar, Rommel_1","WOS:000267538200016
","Pontificia Univ Catolica Ecuador, Herbario QCA, Escuela Ciencias Biol, Quito, Ecuador.","Univ Florida, Dept Biol, Bartram Hall 511,POB 118525, Gainesville, FL 32611 USA","","","",1
"Lozada, T_2","WOS:000267538200016
","","","","","",2
"Montufar, Rommel_1","WOS:000267538200016
","","","","","",3
"Montufar, Rommel_1","WOS:000267538200016
","","","","","",4
"Montufar, Rommel_1","WOS:000266242800007
","Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","","","","",1
"Montufar, Rommel_1","WOS:000266242800007
","","","","","",2
"Montufar, Rommel_1","WOS:000266242800007
","","","","","",3
"Montufar, Rommel_1","WOS:000266242800007
","","","","","",4
"Montufar, Rommel_1","WOS:000266242800007
","","","","","",5
"Montufar, Rommel_1","WOS:000266242800007
","","","","","",6
"Montufar, Rommel_1","WOS:000266242800007
","","","","","",7
"Francisco-Ortega, J_1","WOS:000266242800007
","","Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA","","","",8
"Montufar, Rommel_1","WOS:000265980700008
","Univ Sheffield, Dept Anim & Plant Sci, Biodivers & Macroecol Grp BIOME, Sheffield S10 2TN, S Yorkshire, England.","Univ Sheffield, Dept Anim & Plant Sci, Biodivers & Macroecol Grp BIOME, Sheffield S10 2TN, S Yorkshire, England","","","",1
"Montufar, Rommel_1","WOS:000265980700008
","Aspinall Fdn, Hythe, Kent, England.","","","","",2
"Montufar, Rommel_1","WOS:000265980700008
","","","","","",3
"Montufar, Rommel_1","WOS:000265035400018
","Univ Sheffield, Dept Anim & Plant Sci, Western Bank, Sheffield S10 2TN, S Yorkshire, England.","Univ Sheffield, Dept Anim & Plant Sci, Western Bank, Sheffield S10 2TN, S Yorkshire, England","","","",1
"Montufar, Rommel_1","WOS:000265035400018
","","","","","",2
"Montufar, Rommel_1","WOS:000265035400018
","","","","","",3
"Montufar, Rommel_1","WOS:000265035400018
","","","","","",4
"Montufar, Rommel_1","WOS:000265035400018
","","","","","",5
"Montufar, Rommel_1","WOS:000265035400018
","","","","","",6
